sentence_id,sentence,true_label,predicted_label_tfidf,predicted_label_embedding
2278,"The deal includes the entire personnel of PlanMill Oy , who will transfer to the new company as so-called old employees .",neutral,neutral,neutral
548,"STOCKMANN plc COMPANY ANNOUNCEMENT February 20 , 2007 , at 13.40 An annual summary of Stockmann 's stock exchange and financial press releases in 2006 is available on the company 's website at the address www.stockmann.com .",neutral,neutral,neutral
3952,"The Annual General Meeting approved a dividend of EUR 0.10 per share , that is , a total of EUR 7,8 million .",neutral,neutral,neutral
3727,Timberrrr $TSLA https://t.co/MRBgfDHHVa,negative,negative,positive
1764,The group 's net sales in 2007 were EUR683 .6 m.,neutral,neutral,neutral
2396,As a result some 20 persons will no longer be needed .,negative,neutral,negative
162,$CTRP  breaking out here on good vol and a parser buy signal  ..noticed this on bob langs comments looking for 48 fast,positive,positive,negative
909,"Finnish Metso Paper has been awarded a contract for the rebuild of Sabah Forest Industries ' ( SFI ) pulp mill in Sabah , Malaysia .",positive,positive,positive
83,The fair value of the company 's investment properties went down to EUR 2.768 billion at the end of 2009 from EUR 2.916 billion a year earlier .,neutral,negative,negative
3413,"The contracts of the employees , 96 of whom are blue-collar workers , will be ended between March and August 2011 .",neutral,neutral,neutral
689,The winner does not have to be present to win .,neutral,neutral,neutral
310,$mcp rolling over for a new intraday low. Bottom Pickers continue to get destroyed,negative,positive,negative
4445,Nokia - the world 's largest mobile phone manufacturer - and China Postel - China 's largest mobile phone distributor - have a long-standing partnership that continues to grow stronger over time .,positive,positive,positive
4894,These restrictions do not apply to statutory dividends .,neutral,neutral,neutral
1654,"Quarterly diluted EPS on continuing operations came in at 0.21 eur , compared with last year 's 0.12 eur .",positive,positive,positive
875,"The contract incorporates a Convergent Charging rating solution for voice and data , which includes Internet , GPRS , SMS , MMS and WAP .",neutral,neutral,neutral
5599,With this acquisition Panostaja Oyj further expands its business area specialising in digital printing .,positive,neutral,positive
5833,"In 2008 , Kemira recorded revenue of approximately EUR 2.8 billion and had a staff of 9,400 .",neutral,neutral,neutral
3374,An appeal concerning the project has been lodged at the Czech Ministry of the Environment .,neutral,neutral,neutral
1779,"At the end of March 2009 , the company 's loans amounted to EUR 10.113 mn .",neutral,neutral,neutral
5493,Finnish silicon wafers manufacturer Okmetic Oyj said it swung to a net profit of 4.9 mln euro $ 6.3 mln in the first nine months of 2006 from a net loss of 1.8 mln euro $ 2.3 mln a year earlier .,positive,positive,positive
4390,"Huhtamaki 's rigid plastic consumer goods operations , which are mainly in Europe , will be separated into a new reporting segment as of 1 January 2009 .",neutral,neutral,neutral
2530,L&T 's net profit for the whole 2010 dropped to EUR 36 million from EUR 45 million for 2009 .,neutral,positive,negative
655,Around 250 of these reductions will be implemented through pension arrangements .,neutral,neutral,negative
2580,G4S slides on balance sheet worries,negative,positive,negative
1478,Estonia 's beer market overall grew three percent last year to 130 million liters .,positive,positive,positive
3740,At the same time I am delighted by the fact that we were able to accomplish the organization with our own team members .,positive,positive,positive
5123,$KCG bot at 2.24,positive,neutral,positive
1918,Major Order in India Comptel Corporation has received a significant long-term order for mediation and provisioning solutions being used by a leading operator in India .,positive,positive,positive
1189,Related links : Flexiblebaseloadoperation TheWartsila32generating set Gasconversions This is the shorter of two versions of this press release .,neutral,neutral,neutral
3963,The company is studying the feasibility of focusing most of its processed meat production in the Vantaa facilities and the processing of fresh meat in the Forssa facilities .,neutral,neutral,neutral
4821,EU regulator backs approval for GSK injectable asthma drug,positive,positive,positive
131,"Temporary lay-offs , affecting the entire workforce , will also be implemented .",negative,neutral,negative
1756,"Compared with the FTSE 100 index , which fell 35.2 points ( or 0.6 % ) on the day , this was a relative price change of 0.6 % .",neutral,negative,negative
4625,"Because the application can be considered as a hacking application , it is classified by F-Secure as riskware .",neutral,neutral,neutral
3359,"After the split , the number of K shares will be 9 540 000 and the number of A shares 26 885 540 .",neutral,neutral,neutral
5677,"Marubeni has participated in GHG - Green House Gas - emission reduction projects overseas , obtained emissions credit from its projects and has provided these to Japanese clients .",neutral,neutral,neutral
4014,"The company operates a U.S. division in Lisle , Ill. .",neutral,neutral,neutral
3008,Tesco sells half of stake in ecommerce site Lazada to Alibaba for Â£90m,neutral,negative,neutral
3943,"The company has decided to stop the operations of Ruukki Construction Division in Latvia and Lithuania , and concentrate the production and logistics in Parnu , Estonia in 2009 .",neutral,neutral,neutral
3358,"Hammerson, JV Partner secure ownership of Ireland's Dundrum - Quick Facts",positive,neutral,negative
1058,"Tallink claims the watertight doors of both Vana Tallinn and Regina Baltica , including their electrical systems , are fully in working order .",positive,neutral,neutral
2974,"ADPnews - Sep 28 , 2009 - Finnish silicon wafers maker Okmetic Oyj HEL : OKM1V said it will reduce the number of its clerical workers by 22 worldwide as a result of personnel negotiations completed today .",negative,negative,negative
251,RBS will reportedly appoint Howard Davies as its next chairman,neutral,neutral,neutral
1681,UPM-Kymmene has generated thirty-one consecutive quarters of positive EBITDA .,positive,positive,positive
690,Scanfil will execute the temporary lay-offs by mid-October 2009 and the job cuts by March 2010 .,negative,negative,negative
4210,"The acquisition is part of Suomen Helasto 's strategy to expand the LukkoExpert Security chain , Suomen Helasto CEO Kimmo Uusimaki said .",neutral,neutral,neutral
5385,"Honkarakenne mainly exports large luxury log houses to Russia to be used as one-family houses or holiday homes ; 70 % of sales go to the Moscow region , about 20 % to the St Petersburg region , and the remainder to other locations .",neutral,neutral,neutral
5285,"$AAPL bounce right now has no vol, more vol when it slid",positive,positive,negative
4620,Diluted earnings per share ( EPS ) rose to EUR 3.68 from EUR 0.50 .,positive,positive,positive
4815,"Germany 's innovational centers are united in focusing at companies , which aim at use of technologies and development of new kinds of activity , through supporting the beginner companies with the entire spectrum of their services .",neutral,neutral,neutral
2026,Synergy benefits will start to materialise in the second quarter .,positive,positive,positive
3482,Rautaruukki said construction group YIT has awarded it a 2.5 mln eur contract to supply the steel structures for a new bridge spanning the Kemijoki river in Northern Finland .,positive,positive,positive
56,"Thus , SysOpen Digia has , in accordance with Chapter 14 Section 21 of the Finnish Companies Act 29.9.1978 - 734 , obtained title to all the shares of Sentera that are to be redeemed .",neutral,neutral,neutral
4907,"Shareholder 's full name and ID code : - Petri Ailus , born 15.9.1966 For further information , please contact Isto Hantila , CEO , tel. +358 9 591 8342 .",neutral,neutral,neutral
2803,"Lule+Ñ municipality has awarded YIT a 2-year contract , for property management of about one third of the municipality 's properties , with a total area of 140,000 sq. metres .",positive,neutral,neutral
2771,The shares carry a right to dividend and other shareholder rights as from their registration with the Finnish Trade Register .,neutral,neutral,neutral
3007,"@StockTwits: @Kbkiwi: $TSLA Tesla Model S sales exceed target, profitability guidance amended upward: http://stks.co/jQ0w""""",positive,negative,positive
2698,"This action follows personnel negotiations concerning Elcoteq SE , Finnish Branch , Elcoteq Finland Oy and Elcoteq Design Center Oy .",neutral,neutral,neutral
5271,"Finland 's leading metals group Outokumpu said its fourth-quarter net profit more than tripled on the back of strong global demand for stainless steel , soaring base metal prices and proceeds from the sale of its technology unit .",positive,positive,positive
323,"In the second quarter of 2010 , Raute 's net loss narrowed to EUR 123,000 from EUR 1.5 million in the same period of 2009 .",positive,positive,positive
2840,`` Marimekko aims to expand its distribution network primarily by increasing the number of concept stores and shop-in-shops .,neutral,positive,positive
2713,"$DNN picked some up, like this going into 2014",positive,positive,positive
1399,$RAD All my charts are flashing oversold.,neutral,positive,negative
2428,Short-term licenses for the games cost as little as $ 3 while purchasing a game outright can cost as much as $ 10 or $ 15 .,neutral,negative,neutral
2115,"$INO Up, up, and away!",positive,positive,positive
4759,The company does not disclose the sum it applied for .,neutral,neutral,neutral
4331,"This truly takes efficiency to new heights , '' Mr. Metso adds .",positive,positive,positive
3771,"( ADP News ) - Feb 11 , 2009 - Finnish management software solutions provider Ixonos Oyj ( HEL : XNS1V ) said today its net profit rose to EUR 3.5 million ( USD 4.5 m ) for 2008 from EUR 3.1 million for 2007 .",positive,positive,positive
1878,"For the purposes of the possible acquisition , PKC would establish a subsidiary in Poland .",neutral,neutral,neutral
2851,The robust growth was the result of the inclusion of clothing chain Lindex in the Group in December 2007 .,positive,neutral,positive
5825,Friends Life lifts profits 38% and hikes divi ahead of proposed Aviva takeover,positive,positive,positive
5326,Market data and analytics are derived from primary and secondary research .,neutral,neutral,neutral
2186,"Food sales totalled EUR 323.5 mn in October 2009 , representing a decrease of 5.5 % from October 2008 .",neutral,negative,negative
3407,Nordea 's chairman of the board Hans Dalborg has informed the nomination committee that he will not be up for re-election at the Annual General Meeting in 2011 .,neutral,neutral,neutral
849,"The Australian company Mirabela Nickel has awarded Outokumpu Technology a contract for grinding technology for its nickel sulfide project in Bahia State , Brazil .",positive,positive,neutral
2796,"The recruitment is related to the relocation of Stora Enso 's research operations to Karlstad , central Sweden .",neutral,neutral,neutral
3597,easyJet leads Britain's FTSE lower as global bond rout resumes,negative,negative,positive
2033,- Provides summary of the medical equipment pipeline products that the company is developing .,neutral,neutral,neutral
612,"HELSINKI ( Thomson Financial ) - M-real said it will exercise an option to buy a 50MW natural gas power plant and land in Kyroskoski , Finland , for around 13 mln eur from Kyro Oyj .",positive,neutral,neutral
2886,"$LULU http://stks.co/o17i Bounced off support early in week - now indicators turning up (RSI, MACD, SMI) Worth a look",positive,positive,positive
3620,The organization that is a member of the Russian auto sector union MPRA has become active since Tikkurila acquired Russian paint company Kraski Teks in 2006 .,neutral,neutral,neutral
383,"TietoEnator was down 1.13 pct to 18.38 , extending recent lows after last week 's second-quarter report , dealers said .",negative,negative,negative
3572,"The offer of some 30 million shares aimed to raise more than  x20ac 500 million US$ 640 million , was expected to be completed by Oct. 9 , Outokumpu said .",neutral,neutral,positive
3317,$YHOO A breakout above $29.83 would constitute a technical entry for the short term trader. http://stks.co/jkUF,positive,positive,positive
3790,"Payment for acquired shares will be made in cash , and the price per share will be EUR 1 plus an administration fee .",neutral,neutral,neutral
1498,"Kaupthing forecasts that Finnish-Swedish Stora Enso will close its mill in Reisholz , in Germany .",neutral,neutral,neutral
4487,Britain's FTSE gets lift from Prudential results,positive,positive,positive
3988,Rapala Fishing Frenzy 2009 .,neutral,negative,neutral
2413,"Finnish Scanfil , a contract manufacturer and systems supplier for communication and industrial electronics reports net sales of EUR 108.7 mn in the first half of 2008 , down from EUR 111.1 mn a year earlier .",negative,negative,neutral
5810,$GOOG resistance turned support?  It,positive,positive,positive
4070,"Glaston 's share GLA1V is listed on the NASDAQ OMX Helsinki , Mid Cap List .",neutral,neutral,neutral
3378,The stock rose for a third day on Tuesday bringing its three-day rise to GBX10 .50 or 1.8 % .,positive,positive,positive
5008,STUK today is a full service house expert in radiation and nuclear safety issues .,neutral,neutral,neutral
717,"` This order is included in Wartsila 's order book in the second quarter , ' the company added .",neutral,neutral,neutral
244,"We went to the market with yield guidance of the 7.25 % area , which gave us the flexibility to go up or down by 1-8th .",neutral,neutral,positive
1954,"Koduextra is operating a retail chain of 11 stores , controlled by Finnish Non-Food Center KY , Rukax OY , and Scan-Tukka OY .",neutral,neutral,neutral
3243,AstraZeneca to Pay Inovio Up to $700 Million for Cancer Drug,positive,positive,positive
2603,Finland 's Poyry Energy has won a contract to advise builders of a new cogeneration power plant in Lithuania 's second-biggest city of Kaunas and to supervise the construction process .,positive,positive,positive
1809,Cash flow from business operations totalled EUR 0.4 mn compared to a negative EUR 15.5 mn in the first half of 2008 .,positive,negative,negative
3481,Subject-matter of the invention furthermore is the use of the cyclone for separating partly molten particles . '',neutral,neutral,neutral
2030,"The city will invite , however , a public procurement tender for the tailor-made public furniture , such as park benches , litter receptacles , public toilets , as well as bus shelters , street lights , and other .",neutral,neutral,neutral
438,"The important thing now is to keep the bank 's existing 15,000 customers .",neutral,neutral,positive
3371,"In April 2010 , Olvi 's range of ciders will expand with a strawberry-rhubarb and an apple-pear cider in green bottles with a new shape .",neutral,positive,positive
13,Viking Line has canceled some services .,neutral,positive,negative
449,Finnish airline Finnair is starting the temporary layoffs of cabin crews in February 2010 .,neutral,neutral,neutral
4394,"`` My wife is looking forward to getting a paycheck again , '' he quipped recently as a six-knot current swirled around his anchored and heavily sponsored jet sled .",neutral,neutral,positive
2065,"The machine will have an annual production capacity of 200,000 tonnes of super-calendered magazine paper and other paper grades based on recovered fiber , Stora Enso said .",neutral,neutral,neutral
1487,"$pcln back over ""up"" trendline from 10/4",positive,positive,negative
661,"He answers questions on how many visitors Conversations gets , how big the team is and what the problems are when setting up social media channels .",neutral,neutral,neutral
4733,Almost two thirds of Olvi 's net sales come from outside Finland .,neutral,neutral,positive
1698,The company had net sales of EUR 19.8 mn and a pre-tax profit of EUR 1.8 mn in 2005 .,neutral,neutral,positive
3592,The share subscription period will expire on 30 September 2007 .,neutral,neutral,neutral
2179,Neither of the companies use genetically engineered soy at the moment .,neutral,neutral,neutral
5297,"Aug. 31 , 2009 (Gawker Media delivered by Newstex)-- If you love fishing video games but felt that there just was n't enough wackiness involved , then Activision 's (NASDAQ : ATVI) Rapala : We Fish might just catch your eye with its family-fun hook .",neutral,neutral,neutral
4338,$TSLA gyrating @ S1 above gap. keeping an eye on S2 http://stks.co/jQfB,positive,negative,negative
254,SAMPO PLC Jarmo Salonen Head of Investor Relations and Group Communications tel. +358 10 516 0030 Distribution : NASDAQ OMX Helsinki The principal media Financial Supervisory Authority www.sampo.com This announcement is distributed by Thomson Reuters on behalf of Thomson Reuters clients .,neutral,neutral,neutral
1758,"Forestries were also higher , driven by yesterday 's bullish analyst comment on Stora Enso in Dagens Industri , dealers said .",positive,positive,positive
1812,Zurich Insurance Considering Offer for UK Rival RSA Insurance,positive,positive,positive
4755,"Finnish P+Âyry has been awarded an engineering contract by CFR , the national railway company of Romania .",positive,positive,positive
127,"Eero Katajavuori , currently Group Vice President , Human Resources , will take a year-long sabbatical starting from October 1 , 2010 .",neutral,positive,neutral
2456,Net sales fell by 5 % from the previous accounting period .,negative,negative,negative
373,"It will be operated by Nokia , and supported by its Nokia NetAct network and service management system .",neutral,neutral,neutral
3848,In the meantime the CEO 's duties will be assumed by Outotec 's Deputy CEO Seppo Rantakari .,neutral,neutral,neutral
4128,"`` The acquisition of Sampo Bank makes strategic sense for DB , '' says Lindsey Liddell , director of Fitch Ratings 's Financial Institutions Group .",positive,neutral,positive
376,Sainsbury CFO Rogers to Replace Home Retail CEO Walden,neutral,positive,negative
4252,The Notice in its entirety with other proposals from the Nomination Committee and the Board will be published at least four weeks before 28 April on the company 's website and in Post - och Inrikes Tidningar and Dagens Industri .,neutral,neutral,neutral
641,"- The Group -¦ s cumulative sales during the review period were EUR 48.2 million EUR 53.1 million , 1-9/2007 and profit before taxes was EUR 1.2 1.4 million .",neutral,neutral,positive
2008,"The airline estimated that the cancellation of its flights due to the closure of European airspace , and the process of recommencing traffic , have caused a the company a loss of EUR20m , including the costs of stranded passengers ' accommodation .",negative,neutral,negative
5606,The concept enables a commercially affordable way to manufacture high-quality TCO coated glass for the solar industry .,positive,positive,neutral
5458,"Vaisala also said it expects net sales of EUR 253.2 million for 2010 , compared with EUR 252.2 million recorded in 2009 .",positive,positive,positive
403,"Comparable operating profit totaled EUR 4.7 mn , down from EUR 5.1 mn in the corresponding period in 2005 , representing 7.4 % of net sales .",negative,negative,negative
1330,"In Q2 of 2009 , profit before taxes amounted to EUR 13.6 mn , down from EUR 26.8 mn in Q2 of 2008 .",negative,neutral,negative
2381,UPDATE 1-BP shareholders back more disclosure on climate change risks,neutral,negative,negative
1725,Russia wants to utilise its huge forest reserves in a very different way from what has been done so far .,neutral,positive,neutral
4996,fi is developing cooperation in keyword advertising with Microsoft .,positive,positive,positive
4214,"The other actions include the cutting of the expensive weekend shifts , the freezing of the production bonus system and by a general cost-cutting program .",neutral,neutral,neutral
4895,Finnish business software group AffectoGenimap Oyj said its net profit halved to 1.2 mln euro ( $ 1.5 mln ) in the first nine months of 2006 from 2.2 mln euro ( $ 2.8 mln ) in the same period of 2005 .,negative,positive,positive
1451,"It s an area that is highly valued , because most of the land there has already been built on .",neutral,neutral,neutral
2249,"Operating profit for the nine-month period decreased from EUR19 .9 m while net sales increased from EUR155 .7 m , as compared to the corresponding period in 2007 .",neutral,positive,negative
441,$ISRG - ISRG Short - http://stks.co/f1vVU http://stks.co/c1qrm,negative,negative,neutral
4212,All YIT Capital Markets Day materials will be available on the company 's Internet site at www.yitgroup.com/investors at 10:30 on September 26 .,neutral,neutral,neutral
582,"With the new arrangement , customer responsibilities will become mainly regional .",neutral,neutral,neutral
1254,"It is part of the development of the world-class magnetite deposit at Karara , which has the known potential for over 30 million metric tons of annual processing of magnetite over its estimated 30-year life .",neutral,neutral,neutral
1391,"The share sale , to foreign and Finnish investors , is expected to raise some euro300 million ( US$ 380 million ) .",neutral,neutral,neutral
3518,The purpose of this action is to ensure company 's cost effectiveness this year and in the near future .,positive,positive,positive
979,"After Barclays and Bank of America, Citigroup has blockchain in sight",positive,neutral,negative
4377,Tesla issues its first Model X recall https://t.co/t1kMqVwhQQ $TSLA,negative,negative,negative
3630,Decisions are to be made as quickly as possible .,neutral,neutral,positive
3559,Baird Upgrades Tesla Motors $TSLA to Outperform https://t.co/1FA6aTOqlw,positive,negative,positive
2784,QPR ProcessGuide is available as a system solution with centralized storage and management of process content as well as a standalone desktop version ; QPR ProcessGuide Xpress .,neutral,neutral,neutral
3879,"Mr Clausen , however , refused to comment the option that Nordea would consider buying into Citadele Bank .",neutral,neutral,neutral
1593,"As a result , 12 people will be made redundant and a total of 67 persons are laid off temporarily .",negative,neutral,neutral
5691,AstraZeneca suffers setback after drug fails to treat eye cancer,negative,positive,negative
3793,The business area 's net sales were slightly over 2m in 2006 .,neutral,neutral,neutral
2169,Sales rose to 300.9 mln eur compared with last year 's 276.1 mln eur and in line with 299 mln eur consensus figure .,positive,positive,positive
1587,We are pleased to invite you to join M-real 's international conference call at 3:00 p.m. EET .,neutral,positive,positive
1406,"Both operating profit and net sales for the nine-month period increased , respectively by 26.6 % and 3.4 % , as compared to the corresponding period in 2006 .",positive,positive,positive
4995,"$GILD Sandbagged the guidance so the can use that last 3 billion up.  CC was cautiously optimistic, wait til Next ER for confirmation",neutral,positive,positive
3884,Sainsbury sells unit to LloydsPharmacy,positive,negative,positive
1334,"Kesko offers Hilton to open a hotel on Kalinisky prospect in a 18,000-square metres building because of these difficulties .",neutral,neutral,neutral
1776,"The port facilities ' throughput is 250,000 TEUs and 7.5 mln tons of general cargo .",neutral,neutral,neutral
1539,"The operations to be sold include manufacturing units in Finland , France , Poland and Turkey , as well as sales units in Germany and Lithuania .",neutral,neutral,neutral
344,"However , its market share shrank to 47.59 per cent from 48 per cent a year earlier .",negative,positive,neutral
746,"Operating profit totalled EUR 1.22 mn , down from EUR 3.56 mn in the first quarter of 2008 .",negative,negative,negative
3984,"Under the plan , which CSES worked out together with Public Policy Management Institute ( PPMI ) and other partners , buildings with a total area of 10,000 square meters should be built on the territory in the first phase .",neutral,neutral,neutral
1401,The order was valued at over EUR15m .,neutral,neutral,neutral
2363,The company reiterates its outlook for 2009 .,neutral,neutral,neutral
448,One of the largest projects of the magazine division of SanomaWSOY - Sanoma Magazines International in 2006 became launch of the Russian magazine Gloriya .,neutral,neutral,neutral
823,The new technology improves the glass quality and consistency while increasing throughput .,positive,neutral,positive
2611,"Technopolis has Finnish operations in Oulu , Vantaa , Espoo , Lappeenranta , Jyvaskyla and Tampere and is also preparing to expand its operations to Russia .",neutral,neutral,neutral
1595,AstraZeneca Teams With Daiichi Sankyo To Sell Movantik In US,positive,positive,neutral
2552,"In the building and home improvement trade , sales decreased by 6.3 % , totalling EUR 154.1 mn .",neutral,negative,negative
2915,LONDON MarketWatch -- Share prices ended lower in London Monday as a rebound in bank stocks failed to offset broader weakness for the FTSE 100 .,negative,negative,negative
5061,Keith Skeoch to step up as David Nish quits as chief executive of Standard Life,neutral,positive,negative
4637,$GDX $GDXJ $JNUG - strong move today for the Junior Gold Miners - keep an EYE out for a gap fill -,positive,positive,negative
2149,UPM-Kymmene has generated four consecutive quarters of positive Free Cash Flow .,positive,positive,positive
168,"Adjusted for changes in the Group structure , the Division 's net sales increased by 1.7 % .",positive,positive,positive
3789,"She will succeed Krister Kylas , who has decided to leave TeliaSonera .",neutral,neutral,neutral
958,The company 's previous estimate was for a lower revenue than the year-ago EUR 93.9 million .,neutral,negative,neutral
5395,Global life science industry is strictly regulated by international and national authorities .,neutral,neutral,neutral
3748,$AAPL  downgrade is bias. This stock is a buy.,positive,positive,negative
1999,The layoff talks were first announced in August .,neutral,neutral,neutral
812,"The order comprises four ball mills , which will be organized in two different streams for treating ore in the Pilanesberg platinum mine .",neutral,neutral,neutral
2870,Operating profit rose to 22.1 mln eur from 19.9 mln .,positive,positive,positive
826,"Operating profit margin was 8.3 % , compared to 11.8 % a year earlier .",negative,positive,positive
5817,$ACAD under $2 today?,negative,negative,positive
4270,The name of the newspaper publishing and printing division Sanoma will be changed to Sanoma News .,neutral,neutral,neutral
5460,"The company will pay a dividend of EUR 0.50 per share , a total of EUR 14mn .",neutral,neutral,neutral
394,"$TSLA 5th wave down on the 1 hour chart, hammer candle developing, close to 200 sma, might be a good spot for calls",positive,negative,positive
5463,Operating income rose to EUR 696.4 mn from EUR 600.3 mn in 2009 .,positive,positive,positive
5753,The investments and operational changes enable additional optimisation of the working hours and thereby further cost savings of some 7 % -9 % .,positive,neutral,positive
1174,"Digia said its consolidated net sales for January-June 2010 were EUR67 .8 m , up 9.7 % on the same period in 2009 ( EUR61 .9 m ) .",positive,positive,neutral
2183,Crown Castle buys Tower Development Corp for $461 million,positive,neutral,neutral
5418,Operating profit rose to EUR 13.5 mn from EUR 9.7 mn in the corresponding period in 2006 .,positive,positive,positive
4723,"FTSE 100 falls as China devaluation hits Burberry, mining stocks",negative,negative,negative
798,5 Best Analyst Rated Stocks in Last 72hrs: $ORCL $AAPL $CBS $INO $CPXX View all ratings here: https://t.co/IRID6zd5gc,positive,positive,positive
2645,Following the increase the company+óEUR TM s capital totals 5.5 mln Romanian lei $ 1.98 mln-1 .56 mln euro .,neutral,neutral,neutral
1625,$HZNP havent seen vol like this since the runup. lets see one more dip to 2.0x,negative,positive,negative
3021,"$YOKU high volume blast off Friday, goes higher  http://stks.co/qSaL",positive,positive,positive
5776,"In 2009 , KONE had annual net sales of EUR 4.7 billion and approximately 34,000 employees .",neutral,neutral,neutral
1968,$TSLA not dipping - testing the 200 day ma https://t.co/jEPLmZQKGW,positive,negative,negative
1945,"ADP News - Apr 22 , 2009 - Finnish business information systems developer Solteq Oyj HEL : STQ1V said today its net loss widened to EUR 189,000 USD 245,000 for the first quarter of 2009 from EUR 10,000 for the same peri",neutral,positive,negative
3520,Long $PCLN,positive,positive,positive
859,"The most loyal customers were found in the Bank of +àland , with an index of 8.0 .",positive,neutral,positive
2116,"Operating profit for the 12-month period decreased from EUR17 .9 m while net sales increased from EUR58 .3 m , as compared to 2007 .",neutral,negative,negative
1035,The potential acquirer is Cencorp Corporation which is a related entity to SAV owing to each of SAV and Cencorp being a subsidiary of the Finnish Savcor Group Oy .,neutral,neutral,neutral
5654,"Operating profit totaled EUR 825mn , up from EUR 763mn in 2004 .",positive,positive,positive
783,"According to Finnish Scanfil 's founder and chairman of the board , Jorma J. Takanen , the company has to look for growth abroad .",neutral,neutral,positive
4706,"The estimated turnover of the new company is LVL 2,5 million EEK 40 million .",neutral,neutral,neutral
5409,S&P downgrades Barclays and RBS on government bailout fears,negative,negative,negative
4400,"`` Of course , we are in talks with all those coming up with new projects that involve material handling , '' Konecranes President and CEO Pekka Lundmark said , when asked whether it was talking to Reliance Industries for supplying equipment to its upcoming refinery in Jamnagar .",neutral,positive,neutral
3931,Think $FMS will challendge 200-EMA in not distant future.   Look at yesterday's volume,positive,neutral,positive
1099,"Capacity of the facility made by Finland 's Vaahto Group is 86,000 tons of light coated paper .",neutral,neutral,neutral
5731,"Jun. 14 , 2009 ( AOL Weblogs delivered by Newstex ) -- Looks like the E71 is about to be upstaged as Nokia 's ( NYSE : NOK ) premier business-class smartphone -- someone in Espoo 's just hit the corporate YouTube account with this promo video for an E72 .",neutral,neutral,neutral
180,"The report goes on to provide detailed profiles of ten leading European specialty chemicals companies , and brief profiles of other major players .",neutral,neutral,neutral
5687,expecting  $SPY to close above 205.20 $AAPL,positive,positive,negative
1164,"Order intake grew by 40 % year-on-year and 30 % year-on-year , respectively , to EUR 576 million and EUR 1.7 billion for the respective January-September and July-September 2010 periods .",positive,positive,positive
3443,The aim is to increase sales by at least one fifth in 2006 .,positive,positive,positive
4119,"GENEVA , Feb. 10 -- Tero Aaltonen , Finland has developed a radio resource control method .",neutral,neutral,neutral
3502,Companies Thetrainline.com announces arrival of London IPO,positive,positive,positive
5302,Chime Communications Set To Be Acquired By WPP And Providence,positive,neutral,neutral
4878,EUR 152.4 mn of this was net interest income .,neutral,positive,neutral
2966,Dragonfly Love is another video shot from start to finish using the Nokia N8 .,neutral,neutral,neutral
3250,The duration of the lay-offs per employee will vary from one to six weeks .,neutral,neutral,negative
5185,Finnish pharmaceuticals company Orion 's net sales rose to EUR 190mn in the first quarter of 2009 from EUR 180mn in the first quarter of 2008 .,positive,positive,positive
3507,"Talvik says the relocation of application programs on servers will continue , while HP servers were approved because of HP supplying a tailor-made solution to Elisa .",neutral,neutral,neutral
5439,Construction is scheduled to start in April-June 2007 and to be completed in early 2008 .,neutral,neutral,neutral
395,"Strongest growth was seen in the new markets in Russia , the Czech Republic , and Slovakia .",positive,neutral,positive
4604,The agreement must be approved by the Russian competition authorities before it enters into force .,neutral,neutral,neutral
1804,The deal will have no significant effect on the acquiring company 's equity ratio .,neutral,neutral,neutral
5320,And that 's exactly what happened on a recent weekday when an East Haven baker was brought in to remind residents about the Easter tradition of making wheat and rice pies .,neutral,neutral,neutral
4345,"After piloting , the instrument will be further developed according to the experiences gained .",neutral,neutral,positive
6,Shell's $70 Billion BG Deal Meets Shareholder Skepticism,negative,negative,negative
1688,"`` In Ukraine , too , we act as a partner for major bakery clients in both production and product development .",neutral,neutral,neutral
3551,$GPRO down 25% since Tue morning.,negative,negative,negative
663,"PRESS: Serco Set To Appoint Roy Gardner, Ex-Centrica, As Chairman - FT",positive,positive,neutral
4335,"The firm 's services include copying , printing , CAD-modelling , digital printing , scanning , SokoPro project bank and courier services .",neutral,neutral,neutral
223,The number of bodily injury cases quadrupled in 2000-2006 .,negative,neutral,neutral
643,Net sales of the Lehdentekijat unit was approximately EUR 14 million in 2007 and it had 70 employees .,neutral,neutral,neutral
5158,"SRV will also build an aqua park with wellness area , a restaurant and a multifunctional ice arena .",neutral,neutral,neutral
847,The energy sector accounted for approximately 33 % and the steel industry for about 57 % of the transportation volume .,neutral,neutral,neutral
2555,Diluted earnings per share ( EPS ) rose to EUR 0.52 versus EUR 0.09 .,positive,positive,positive
653,Operating result including non-recurring items rose to EUR 146mn from a loss of EUR 267mn in 2009 .,positive,positive,negative
1580,Joint procurement will be later extended to the factories in the Baltic countries .,neutral,neutral,positive
1252,LSE-Deutsche BÃ¶rse dealmakers wrong to ignore Brexit risk,negative,positive,negative
4168,"The Group 's consolidated net sales for 2008 totaled 3.4 billion euros and it employs approximately 13,000 persons .",neutral,neutral,neutral
1385,$FB watching for bounce tomorrow,positive,positive,negative
3661,Self-service and automation are in a bigger role now and Fujitsu 's global resources will be exploited effectively .,positive,neutral,positive
402,"The world of glass is coming to Egypt and we invite Visitors from all around the world to attend Glass World Exhibition 2009 , Register Now at www.glassworldex.com",neutral,neutral,neutral
1770,Net profit fell by almost half to +é 5.5 million from +é 9.4 million at the end of 2007 .,neutral,negative,negative
3073,"Okhta Center area is expected to have about 700,000 square metres of office premises by 2016 .",neutral,neutral,neutral
4831,"EXCLUSIVE-BP, China's CNPC to unveil oil alliance - sources",positive,negative,positive
